id,product_id,plan_name,price_monthly,price_annual,billing_model,currency,features,product_name
255,66,VIP,49.0,,flat,USD,"[""5 sites"", ""Priority support""]",Strikingly
256,67,Personal,10.0,,flat,USD,"[""1 website"", ""AI Builder"", ""Hosting""]",10Web
257,67,Premium,24.0,,flat,USD,"[""3 websites"", ""AI Assistant""]",10Web
258,67,Agency,60.0,,flat,USD,"[""10 websites"", ""White label""]",10Web
259,68,Free,0.0,,flat,USD,"[""Free hosting on super.site"", ""Customize with themes"", ""Works with any Notion page""]",Super
260,68,Personal,16.0,,flat,USD,"[""Custom domain"", ""Custom code"", ""Password protected pages"", ""Custom fonts""]",Super
261,68,Pro,28.0,,flat,USD,"[""Manual publishing controls"", ""Advanced search"", ""File uploads"", ""Redirect and hide pages""]",Super
262,68,Business,50.0,,flat,USD,"[""Custom solutions"", ""Sub-path hosting"", ""Priority support""]",Super
263,69,Free,0.0,,flat,USD,"[""Typedream subdomain"", ""Basic features""]",Typedream
264,69,Launch,15.0,,flat,USD,"[""Custom domain"", ""Forms""]",Typedream
265,69,Grow,30.0,,flat,USD,"[""CMS"", ""SEO tools"", ""Custom code""]",Typedream
266,69,Pro,49.0,,flat,USD,"[""5 sites"", ""Memberships"", ""Priority support""]",Typedream
267,70,Lurker,0.0,,flat,USD,"[""10 pages per website"", ""10 blog posts"", ""Free SSL & CDN""]",Unicorn Platform
268,70,Maker,14.0,,flat,USD,"[""1 published website"", ""Unlimited pages"", ""Custom domain"", ""Remove branding""]",Unicorn Platform
269,70,Startup,49.0,,flat,USD,"[""Unlimited blog posts"", ""Collaborators"", ""reCAPTCHA"", ""Deals from partners""]",Unicorn Platform
270,71,Free Tier,0.0,,flat,USD,"[""750hrs EC2/mo"", ""5GB S3"", ""25GB DynamoDB""]",Amazon Web Services (AWS)
271,71,Pay-as-you-go,,,usage-based,USD,"[""EC2 from $0.0116/hr"", ""S3 $0.023/GB"", ""Lambda 1M free requests""]",Amazon Web Services (AWS)
272,72,DO 1GB,14.0,,flat,USD,"[""1GB RAM"", ""1 Core"", ""25GB SSD""]",Cloudways
273,72,DO 2GB,28.0,,flat,USD,"[""2GB RAM"", ""1 Core"", ""50GB SSD""]",Cloudways
274,72,DO 4GB,54.0,,flat,USD,"[""4GB RAM"", ""2 Cores"", ""80GB SSD""]",Cloudways
275,72,AWS/GCE,38.0,,flat,USD,"[""Starting price for AWS small""]",Cloudways
276,73,$200 Free Credit,0.0,,flat,USD,"[""$200 credit for new accounts""]",DigitalOcean
277,73,Basic Droplet,4.0,,flat,USD,"[""512MB RAM"", ""1 vCPU"", ""10GB SSD""]",DigitalOcean
278,73,Regular Droplet,6.0,,flat,USD,"[""1GB RAM"", ""1 vCPU"", ""25GB SSD""]",DigitalOcean
279,73,Premium Droplet,8.0,,flat,USD,"[""1GB RAM"", ""1 vCPU"", ""NVMe SSD""]",DigitalOcean
280,74,Premium,2.99,,flat,USD,"[""100 websites"", ""100GB SSD"", ""Free domain""]",Hostinger
281,74,Business,3.99,,flat,USD,"[""100 websites"", ""200GB SSD"", ""Daily backups""]",Hostinger
282,74,Cloud Startup,9.99,,flat,USD,"[""300 websites"", ""200GB SSD"", ""Dedicated IP""]",Hostinger
283,75,StartUp,2.99,,flat,USD,"[""1 website"", ""10GB SSD"", ""10K visits/mo""]",SiteGround
284,75,GrowBig,4.99,,flat,USD,"[""Unlimited sites"", ""20GB SSD"", ""100K visits""]",SiteGround
285,75,GoGeek,7.99,,flat,USD,"[""Unlimited sites"", ""40GB SSD"", ""400K visits""]",SiteGround
286,76,Starter,35.0,,flat,USD,"[""1 site"", ""10GB storage"", ""25K visits""]",Kinsta
287,76,Pro,70.0,,flat,USD,"[""2 sites"", ""20GB storage"", ""50K visits""]",Kinsta
288,76,Business 1,115.0,,flat,USD,"[""5 sites"", ""30GB storage"", ""100K visits""]",Kinsta
289,76,Enterprise 1,675.0,,flat,USD,"[""60 sites"", ""100GB storage"", ""1M visits""]",Kinsta
290,77,Hobby,0.0,,flat,USD,"[""Unlimited sites"", ""100GB bandwidth"", ""Serverless""]",Vercel
291,77,Pro,20.0,,per-seat,USD,"[""1TB bandwidth"", ""Firewall"", ""Password protection""]",Vercel
292,77,Enterprise,,,flat,USD,"[""SLA"", ""Advanced security"", ""Custom limits""]",Vercel
293,78,Starter,0.0,,flat,USD,"[""100GB bandwidth"", ""300 build minutes"", ""1 member""]",Netlify
294,78,Pro,19.0,,per-seat,USD,"[""1TB bandwidth"", ""25K build minutes""]",Netlify
295,78,Enterprise,,,flat,USD,"[""SLA"", ""Advanced security"", ""Custom support""]",Netlify
296,79,Hobby,0.0,,flat,USD,"[""3 shared VMs"", ""3GB storage"", ""160GB bandwidth""]",Fly.io
297,79,Launch,29.0,,flat,USD,"[""Dedicated support"", ""Compliance""]",Fly.io
298,79,Scale,,,flat,USD,"[""Volume discounts"", ""SLA""]",Fly.io
299,80,Trial,0.0,,flat,USD,"[""$5 credit"", ""500 execution hours""]",Railway
300,80,Hobby,5.0,,flat,USD,"[""$5 included usage"", ""8GB RAM""]",Railway
301,80,Pro,20.0,,per-seat,USD,"[""$10 included usage"", ""32GB RAM""]",Railway
302,80,Enterprise,,,flat,USD,"[""SLA"", ""SSO"", ""Dedicated support""]",Railway
303,81,Free,0.0,,flat,USD,"[""Static sites"", ""750 hours web services""]",Render
304,81,Individual,7.0,,flat,USD,"[""Per web service"", ""SSD storage""]",Render
305,81,Team,19.0,,flat,USD,"[""Team features"", ""Higher limits""]",Render
306,81,Enterprise,,,flat,USD,"[""SLA"", ""SSO"", ""Priority support""]",Render
307,82,CX22,4.35,,flat,USD,"[""2 vCPU"", ""4GB RAM"", ""40GB SSD""]",Hetzner
308,82,CX32,7.69,,flat,USD,"[""4 vCPU"", ""8GB RAM"", ""80GB SSD""]",Hetzner
309,82,CX42,14.49,,flat,USD,"[""8 vCPU"", ""16GB RAM"", ""160GB SSD""]",Hetzner
310,82,Dedicated,44.0,,flat,USD,"[""Bare metal servers""]",Hetzner
311,83,$250 Credit,0.0,,flat,USD,"[""$250 free credit for new accounts""]",Vultr
312,83,Cloud Compute,2.5,,flat,USD,"[""1 vCPU"", ""512MB RAM"", ""10GB SSD""]",Vultr
313,83,High Frequency,6.0,,flat,USD,"[""1 vCPU"", ""1GB RAM"", ""32GB NVMe""]",Vultr
314,83,Bare Metal,120.0,,flat,USD,"[""Dedicated hardware""]",Vultr
315,84,$100 Credit,0.0,,flat,USD,"[""$100 free credit for new accounts""]",Linode (Akamai Cloud)
316,84,Nanode,5.0,,flat,USD,"[""1GB RAM"", ""1 CPU"", ""25GB SSD""]",Linode (Akamai Cloud)
317,84,Linode 2GB,12.0,,flat,USD,"[""2GB RAM"", ""1 CPU"", ""50GB SSD""]",Linode (Akamai Cloud)
318,84,Linode 4GB,24.0,,flat,USD,"[""4GB RAM"", ""2 CPUs"", ""80GB SSD""]",Linode (Akamai Cloud)
319,85,Free Tier,0.0,,flat,USD,"[""$300 credit"", ""Always-free products""]",Google Cloud Platform
320,85,Pay-as-you-go,,,usage-based,USD,"[""Compute Engine from $0.006/hr"", ""Cloud Storage $0.020/GB""]",Google Cloud Platform
321,86,Free Account,0.0,,flat,USD,"[""$200 credit"", ""55+ always-free services""]",Microsoft Azure
322,86,Pay-as-you-go,,,usage-based,USD,"[""VMs from $0.004/hr"", ""Blob Storage $0.018/GB""]",Microsoft Azure
323,87,Startup,2.99,,flat,USD,"[""1 website"", ""100GB SSD""]",A2 Hosting
324,87,Drive,5.99,,flat,USD,"[""Unlimited sites"", ""Unlimited SSD""]",A2 Hosting
325,87,Turbo Boost,6.99,,flat,USD,"[""Turbo server"", ""Unlimited sites""]",A2 Hosting
326,87,Turbo Max,14.99,,flat,USD,"[""Turbo server"", ""5x resources""]",A2 Hosting
327,88,Basic,2.95,,flat,USD,"[""1 website"", ""10GB SSD"", ""Free domain""]",Bluehost
328,88,Plus,5.45,,flat,USD,"[""Unlimited websites"", ""Unlimited SSD""]",Bluehost
329,88,Choice Plus,5.45,,flat,USD,"[""Free domain privacy"", ""Automated backups""]",Bluehost
330,88,Online Store,9.95,,flat,USD,"[""WooCommerce"", ""Online store tools""]",Bluehost
331,89,Stellar,1.98,,flat,USD,"[""3 websites"", ""20GB SSD""]",Namecheap
332,89,Stellar Plus,2.98,,flat,USD,"[""Unlimited sites"", ""Unlimited SSD"", ""Auto backup""]",Namecheap
333,89,Stellar Business,4.98,,flat,USD,"[""50GB SSD"", ""Cloud storage""]",Namecheap
334,90,Startup,20.0,,flat,USD,"[""1 site"", ""25K visits/mo"", ""10GB storage""]",WP Engine
335,90,Professional,39.0,,flat,USD,"[""3 sites"", ""75K visits/mo"", ""15GB storage""]",WP Engine
336,90,Growth,77.0,,flat,USD,"[""10 sites"", ""100K visits/mo"", ""20GB storage""]",WP Engine
337,90,Scale,193.0,,flat,USD,"[""30 sites"", ""400K visits/mo"", ""50GB storage""]",WP Engine
338,91,Starter,0.0,,flat,USD,"[""Unlimited drafts"", ""150 AI credits/day""]",Figma
339,91,Professional,16.0,,per-seat,USD,"[""Unlimited files"", ""Team libraries"", ""Dev Mode""]",Figma
340,91,Organization,55.0,,per-seat,USD,"[""Unlimited teams"", ""Shared fonts"", ""Admin tools""]",Figma
341,91,Enterprise,90.0,,per-seat,USD,"[""SCIM"", ""Design system theming"", ""Custom workspaces""]",Figma
342,92,Free,0.0,,flat,USD,"[""250K+ templates"", ""5GB storage"", ""AI tools""]",Canva
343,92,Pro,15.0,,per-seat,USD,"[""100M+ assets"", ""1TB storage"", ""Brand Kit""]",Canva
344,92,Teams,10.0,,per-seat,USD,"[""Brand controls"", ""Approval workflows"", ""Reporting""]",Canva
345,92,Enterprise,,,per-seat,USD,"[""SSO"", ""Advanced controls"", ""SLA""]",Canva
346,93,Creative Cloud All Apps,59.99,,flat,USD,"[""XD + all Adobe apps"", ""100GB storage""]",Adobe XD
347,94,Standard,12.0,144.0,flat,USD,"[""Real-time collaboration"", ""Unlimited documents"", ""Free developer handoff""]",Sketch
348,94,Professional,25.0,300.0,flat,USD,"[""Everything in Standard"", ""SSO"", ""Project archiving"", ""Permissions groups""]",Sketch
349,94,Enterprise,44.0,528.0,flat,USD,"[""Everything in Professional"", ""SCIM"", ""BYOK encryption"", ""Dedicated support""]",Sketch
350,95,Free,0.0,,flat,USD,"[""Freehand whiteboards"", ""Unlimited collaborators""]",InVision
351,96,Free (Self-hosted),0.0,,flat,USD,"[""Unlimited everything"", ""Self-hosted""]",Penpot
352,96,Free (Cloud),0.0,,flat,USD,"[""Unlimited projects"", ""Community support""]",Penpot
353,96,Premium,,,flat,USD,"[""Priority support"", ""SLA"", ""Coming soon""]",Penpot
354,97,Affinity Designer V2,69.99,,flat,USD,"[""Desktop app"", ""No subscription""]",Affinity Designer
355,97,Affinity V2 Universal,169.99,,flat,USD,"[""Designer + Photo + Publisher"", ""All platforms""]",Affinity Designer
356,97,Canva Subscription,14.99,,flat,USD,"[""Full Affinity suite via Canva Teams""]",Affinity Designer
357,98,Illustrator,22.99,,flat,USD,"[""Single app"", ""100GB storage""]",Adobe Illustrator
358,98,All Apps,59.99,,flat,USD,"[""20+ Creative Cloud apps""]",Adobe Illustrator
359,99,Photography Plan,9.99,,flat,USD,"[""Photoshop + Lightroom"", ""20GB storage""]",Adobe Photoshop
360,99,Photoshop,22.99,,flat,USD,"[""Single app"", ""100GB storage""]",Adobe Photoshop
361,99,All Apps,59.99,,flat,USD,"[""20+ Creative Cloud apps""]",Adobe Photoshop
362,100,Free,0.0,,flat,USD,"[""Full featured"", ""Built-in assets"", ""AI tools""]",Lunacy
363,100,Pro (Icons8),14.99,,flat,USD,"[""Extended assets"", ""No attribution""]",Lunacy
364,101,Procreate (iPad),12.99,,flat,USD,"[""No subscription"", ""All features""]",Procreate
365,101,Procreate Dreams,19.99,,flat,USD,"[""2D animation app""]",Procreate
366,102,Free,0.0,,flat,USD,"[""Basic editing"", ""AI tools (limited)""]",Pixlr
367,102,Plus,1.99,,flat,USD,"[""Priority AI generation"", ""More templates""]",Pixlr
368,102,Premium,7.99,,flat,USD,"[""Unlimited AI"", ""All assets""]",Pixlr
369,102,Team,12.99,,per-seat,USD,"[""Team features"", ""Brand kit""]",Pixlr
370,103,Free,0.0,,flat,USD,"[""2 projects"", ""Framer subdomain""]",Framer
371,103,Mini,5.0,,flat,USD,"[""Custom domain""]",Framer
372,103,Basic,15.0,,flat,USD,"[""CMS"", ""Forms""]",Framer
373,103,Pro,30.0,,flat,USD,"[""200K visitors"", ""Password protect""]",Framer
374,104,Free,0.0,,flat,USD,"[""Free forever"", ""Basic 3D design"", ""Web exports with watermark""]",Spline
375,104,Starter,12.0,,per-seat,USD,"[""No watermark on exports"", ""Higher resolution exports"", ""Spline material & audio library""]",Spline
376,104,Professional,20.0,,per-seat,USD,"[""Unlimited folders and projects"", ""Video export"", ""Unlimited scenes per file"", ""Apple & Android exports""]",Spline
377,105,Free,0.0,,flat,USD,"[""3 editable boards""]",Miro
378,105,Starter,10.0,,per-seat,USD,"[""Unlimited boards""]",Miro
379,105,Business,20.0,,per-seat,USD,"[""SSO"", ""Guest access""]",Miro
380,105,Enterprise,,,per-seat,USD,"[""Advanced security""]",Miro
381,106,Free,0.0,,flat,USD,"[""100 AI actions"", ""Limited boards""]",Whimsical
382,106,Pro,12.0,,per-seat,USD,"[""Unlimited boards"", ""AI features""]",Whimsical
383,106,Organization,20.0,,per-seat,USD,"[""SSO"", ""Admin controls""]",Whimsical
384,107,Simple Start,38.0,,flat,USD,"[""1 user"", ""Automated bookkeeping"", ""Run basic business reports"", ""Invoice and get paid""]",QuickBooks Online
385,107,Essentials,75.0,,flat,USD,"[""3 users"", ""Everything in Simple Start"", ""Run enhanced reports"", ""Add employee time to invoices""]",QuickBooks Online
386,107,Plus,115.0,,flat,USD,"[""5 users"", ""Everything in Essentials"", ""Inventory tracking"", ""Project profitability""]",QuickBooks Online
387,107,Advanced,275.0,,flat,USD,"[""25 users"", ""Everything in Plus"", ""Business analytics"", ""Dedicated account team""]",QuickBooks Online
388,108,Early,25.0,,flat,USD,"[""20 invoices"", ""5 bills"", ""Bank reconciliation""]",Xero
389,108,Growing,55.0,,flat,USD,"[""Unlimited invoices"", ""Bulk reconciliation""]",Xero
390,108,Established,90.0,,flat,USD,"[""Multi-currency"", ""Expense claims"", ""Advanced analytics""]",Xero
391,109,Lite,23.0,,flat,USD,"[""5 clients"", ""Unlimited invoices"", ""Expense tracking"", ""Time tracking""]",FreshBooks
392,109,Plus,40.0,,flat,USD,"[""50 clients"", ""Recurring billing"", ""Double-entry accounting""]",FreshBooks
393,109,Premium,76.0,,flat,USD,"[""Unlimited clients"", ""Advanced accounting"", ""Custom email templates""]",FreshBooks
394,109,Select,,,flat,USD,"[""Dedicated account manager"", ""Custom onboarding""]",FreshBooks
395,110,Free (Accounting),0.0,,flat,USD,"[""Accounting"", ""Invoicing"", ""Receipt scanning""]",Wave
396,110,Pro (Accounting),16.0,,flat,USD,"[""Bank connections"", ""Receipt scanning""]",Wave
397,110,Payroll,20.0,,flat,USD,"[""+ $6/employee"", ""Tax-filing states""]",Wave
398,110,Advisors,149.0,,flat,USD,"[""1-on-1 coaching"", ""Bookkeeping support""]",Wave
399,111,Free,0.0,,flat,USD,"[""1000 invoices/year"", ""1 user"", ""Bank reconciliation""]",Zoho Books
400,111,Standard,20.0,,per-project,USD,"[""5000 invoices/year"", ""3 users"", ""Billing""]",Zoho Books
401,111,Professional,50.0,,per-project,USD,"[""Unlimited invoices"", ""5 users"", ""Purchase orders""]",Zoho Books
402,111,Premium,70.0,,per-project,USD,"[""10 users"", ""Budgeting"", ""Custom domain""]",Zoho Books
403,111,Elite,150.0,,per-project,USD,"[""15 users"", ""Inventory"", ""Custom reports""]",Zoho Books
404,112,Sage Accounting Start,10.0,,flat,USD,"[""Invoicing"", ""Cash flow"", ""Bank feeds""]",Sage Business Cloud Accounting
405,112,Sage Accounting,25.0,,flat,USD,"[""Quotes & estimates"", ""Purchase invoices""]",Sage Business Cloud Accounting
406,112,Sage Intacct,,,flat,USD,"[""Enterprise accounting"", ""Multi-entity""]",Sage Business Cloud Accounting
407,113,Kashoo,30.0,,flat,USD,"[""Unlimited invoices"", ""Expense tracking"", ""Bank connections"", ""Multi-currency""]",Kashoo
408,114,Bookkeeping Grow,189.0,,flat,USD,"[""Dedicated bookkeeping experts"", ""Monthly books & year-end tax packages"", ""P&L, balance sheet, 1099 reporting""]",Bench
409,114,Bookkeeping Premium,339.0,,flat,USD,"[""Everything in Grow"", ""Year-round tax advisory"", ""Tax filing included"", ""Dedicated CPA access""]",Bench
410,115,FreeAgent,19.0,,flat,USD,"[""All features"", ""Unlimited users"", ""Unlimited invoices""]",FreeAgent
411,116,Basic,9.0,108.0,per-seat,USD,"[""Time tracking"", ""Task management"", ""Unlimited projects"", ""CRM""]",Bonsai
412,116,Essentials,19.0,228.0,per-seat,USD,"[""Everything in Basic"", ""Invoices & payments"", ""Proposals & contracts"", ""Client portal""]",Bonsai
413,116,Premium,29.0,348.0,per-seat,USD,"[""Everything in Essentials"", ""Project insights"", ""Gantt view"", ""Workload management""]",Bonsai
414,117,Free,0.0,,flat,USD,"[""1 seat"", ""2 projects""]",Harvest
415,117,Pro,10.8,,per-seat,USD,"[""Unlimited projects"", ""Unlimited clients""]",Harvest
416,118,Free (Self-hosted),0.0,,flat,USD,"[""All core features"", ""Unlimited""]",Akaunting
417,118,Cloud Hosting,15.0,,flat,USD,"[""Managed hosting"", ""Support""]",Akaunting
418,119,Desktop,0.0,,flat,USD,"[""Free forever"", ""All features""]",Manager.io
419,119,Server,100.0,1200.0,flat,USD,"[""Multi-user"", ""Network access""]",Manager.io
420,119,Cloud,50.0,600.0,flat,USD,"[""Hosted"", ""Accessible anywhere""]",Manager.io
421,120,Free,0.0,,flat,USD,"[""Basic tracking"", ""Tax estimates""]",Hurdlr
422,120,Premium,10.0,,flat,USD,"[""All features"", ""Unlimited reports""]",Hurdlr
423,120,Pro,16.67,,flat,USD,"[""Tax filing"", ""CPA access""]",Hurdlr
424,121,Accounting Basic,20.0,,flat,USD,"[""Invoicing"", ""Bank imports"", ""Reports""]",Patriot Software
425,121,Accounting Premium,30.0,,flat,USD,"[""Recurring invoicing"", ""Accountant access""]",Patriot Software
426,121,Payroll Basic,17.0,,flat,USD,"[""+ $4/employee"", ""Print checks""]",Patriot Software
427,121,Payroll Full Service,37.0,,flat,USD,"[""+ $4/employee"", ""Tax filing included""]",Patriot Software
428,122,Basic,0.0,,flat,USD,"[""100 participants"", ""40-min meetings""]",Zoom
429,122,Pro,13.33,,per-seat,USD,"[""100 participants"", ""30-hr meetings"", ""5GB cloud storage""]",Zoom
430,122,Business,18.33,,per-seat,USD,"[""300 participants"", ""Unlimited storage""]",Zoom
431,122,Enterprise,22.49,,per-seat,USD,"[""1000 participants"", ""Unlimited storage""]",Zoom
432,123,Free,0.0,,flat,USD,"[""100 participants"", ""60-min meetings""]",Google Meet
433,123,Business Starter,7.2,,per-seat,USD,"[""100 participants"", ""24-hr meetings""]",Google Meet
434,123,Business Standard,14.4,,per-seat,USD,"[""150 participants"", ""Recording""]",Google Meet
435,123,Business Plus,21.6,,per-seat,USD,"[""500 participants"", ""Attendance tracking""]",Google Meet
436,124,Free,0.0,,flat,USD,"[""100 participants"", ""60-min meetings"", ""5GB storage""]",Microsoft Teams
437,124,Microsoft Teams Essentials,4.0,,per-seat,USD,"[""300 participants"", ""30-hr meetings""]",Microsoft Teams
438,124,Microsoft 365 Business Basic,6.0,,per-seat,USD,"[""300 participants"", ""1TB storage""]",Microsoft Teams
439,124,Microsoft 365 Business Standard,12.5,,per-seat,USD,"[""Desktop Office apps"", ""Webinars""]",Microsoft Teams
440,125,Free,0.0,,flat,USD,"[""1 room"", ""100 participants"", ""45-min meetings""]",Whereby
441,125,Pro,8.99,,per-seat,USD,"[""3 rooms"", ""Recording"", ""Branding""]",Whereby
442,125,Business,11.99,,per-seat,USD,"[""Unlimited rooms"", ""Breakout groups""]",Whereby
443,126,Starter,0.0,,flat,USD,"[""25 videos"", ""5 min limit"", ""Basic features""]",Loom
444,126,Business,18.0,,per-seat,USD,"[""Unlimited videos"", ""No time limit"", ""Custom branding""]",Loom
445,126,Business + AI,24.0,,per-seat,USD,"[""All Business features"", ""AI summaries"", ""Auto chapters""]",Loom
446,126,Enterprise,,,flat,USD,"[""SSO"", ""Advanced security"", ""Dedicated support""]",Loom
447,127,Free,0.0,,flat,USD,"[""100 participants"", ""40-min meetings""]",Webex by Cisco
448,127,Meet,14.5,,per-seat,USD,"[""200 participants"", ""24-hr meetings""]",Webex by Cisco
449,127,Suite,25.0,,per-seat,USD,"[""1000 participants"", ""Calling"", ""Messaging""]",Webex by Cisco
450,127,Enterprise,,,per-seat,USD,"[""Custom limits"", ""Advanced security""]",Webex by Cisco
451,128,Professional,12.0,,per-project,USD,"[""150 participants"", ""No time limit""]",GoTo Meeting
452,128,Business,16.0,,per-project,USD,"[""250 participants"", ""Note-taking"", ""Drawing tools""]",GoTo Meeting
453,129,Free (via Miro),0.0,,flat,USD,"[""Integrated in Miro"", ""Audio/video calls""]",Around
454,130,Free,0.0,,flat,USD,"[""30 attendees"", ""20-min sessions""]",Livestorm
455,130,Pro,99.0,,flat,USD,"[""100 attendees"", ""4-hr sessions""]",Livestorm
456,130,Business,,,flat,USD,"[""500+ attendees"", ""Custom branding""]",Livestorm
457,130,Enterprise,,,flat,USD,"[""3000 attendees"", ""SLA"", ""SSO""]",Livestorm
458,131,Free (Cloud),0.0,,flat,USD,"[""Unlimited meetings"", ""No account needed""]",Jitsi Meet
459,131,Self-hosted,0.0,,flat,USD,"[""Full control"", ""Unlimited scale""]",Jitsi Meet
460,131,8x8 JaaS,,,usage-based,USD,"[""Paid API service"", ""Custom branding""]",Jitsi Meet
461,132,Free,0.0,,flat,USD,"[""2 hours recording"", ""720p"", ""2 participants""]",Riverside.fm
462,132,Standard,19.0,,flat,USD,"[""15 hours"", ""4K"", ""8 participants""]",Riverside.fm
463,132,Pro,29.0,,flat,USD,"[""Unlimited"", ""4K"", ""AI transcription""]",Riverside.fm
464,132,Enterprise,,,flat,USD,"[""Custom limits"", ""SSO""]",Riverside.fm
465,133,Free,0.0,,flat,USD,"[""10K minutes/mo"", ""Basic features""]",Daily
466,133,Scale,,,usage-based,USD,"[""Pay per minute"", ""From $0.004/min""]",Daily
467,133,Enterprise,,,flat,USD,"[""Custom SLA"", ""Volume discounts""]",Daily
468,134,Free,0.0,,flat,USD,"[""Unlimited meetings"", ""AI summaries""]",Vowel
469,134,Business,16.49,,flat,USD,"[""Custom branding"", ""Advanced AI""]",Vowel
470,134,Enterprise,,,flat,USD,"[""SSO"", ""API"", ""SLA""]",Vowel
471,135,Free,0.0,,flat,USD,"[""Unlimited bookings"", ""Calendar integrations"", ""Basic event types""]",Cal.com (Cal Video)
472,135,Team,12.0,,per-seat,USD,"[""Team scheduling"", ""Round-robin routing"", ""Collective events"", ""Priority support""]",Cal.com (Cal Video)
473,135,Enterprise,,,flat,USD,"[""SSO"", ""Custom branding"", ""Dedicated support""]",Cal.com (Cal Video)
474,136,Free,0.0,,flat,USD,"[""Unlimited sessions"", ""45-min limit""]",Butter
475,136,Pro,25.0,,flat,USD,"[""24-hr sessions"", ""Recording"", ""Custom branding""]",Butter
476,136,Business,,,flat,USD,"[""SSO"", ""Admin"", ""Priority support""]",Butter
477,137,Standard,27.0,,per-seat,USD,"[""Unlimited calling"", ""AI meetings"", ""SMS""]",Dialpad
478,137,Pro,35.0,,per-seat,USD,"[""CRM integration"", ""Global SMS""]",Dialpad
479,137,Enterprise,,,per-seat,USD,"[""100% uptime SLA"", ""Priority support""]",Dialpad
480,138,Free,0.0,,flat,USD,"[""90 days history"", ""1:1 huddles""]",Slack
481,138,Pro,8.75,,per-seat,USD,"[""Unlimited history"", ""Group huddles""]",Slack
482,138,Business+,15.0,,per-seat,USD,"[""SAML SSO"", ""Data exports""]",Slack
483,138,Enterprise Grid,,,per-seat,USD,"[""Unlimited workspaces"", ""HIPAA""]",Slack
484,139,Core,30.0,,per-seat,USD,"[""Unlimited calling"", ""100 participants video""]",RingCentral
485,139,Advanced,35.0,,per-seat,USD,"[""300+ integrations"", ""Auto call recording""]",RingCentral
486,139,Ultra,45.0,,per-seat,USD,"[""200 participants"", ""Unlimited storage""]",RingCentral
487,140,Essentials,19.0,,per-seat,USD,"[""Contact management"", ""Pipeline""]",SugarCRM
488,140,Standard,59.0,,per-seat,USD,"[""Forecasting"", ""Quotas""]",SugarCRM
489,140,Advanced,85.0,,per-seat,USD,"[""AI predictions"", ""Geo mapping""]",SugarCRM
490,140,Premier,135.0,,per-seat,USD,"[""Revenue intelligence"", ""Advanced AI""]",SugarCRM
491,141,Team,25.0,,flat,USD,"[""2 pipelines"", ""Email integration""]",Zendesk Sell
492,141,Growth,69.0,,flat,USD,"[""10 pipelines"", ""Sequences""]",Zendesk Sell
493,141,Professional,149.0,,flat,USD,"[""Lead scoring"", ""Task automation""]",Zendesk Sell
494,142,Hatchling,3.75,,flat,USD,"[""1 website"", ""Free SSL"", ""Unmetered bandwidth""]",HostGator
495,142,Baby,4.5,,flat,USD,"[""Unlimited sites"", ""Free domain""]",HostGator
496,142,Business,6.25,,flat,USD,"[""Free dedicated IP"", ""Free SEO tools""]",HostGator
497,143,Free,0.0,,flat,USD,"[""Website pages"", ""Blog"", ""HubSpot branding""]",HubSpot CMS
498,143,Starter,20.0,,flat,USD,"[""Custom domain"", ""Remove branding""]",HubSpot CMS
499,143,Professional,500.0,,flat,USD,"[""Smart content"", ""SEO recommendations""]",HubSpot CMS
500,143,Enterprise,1500.0,,flat,USD,"[""Memberships"", ""Custom objects""]",HubSpot CMS
501,144,Free,0.0,,flat,USD,"[""1 site"", ""50 pages"", ""Tilda subdomain""]",Tilda
502,144,Personal,25.0,,flat,USD,"[""1 site"", ""Custom domain"", ""500 pages""]",Tilda
503,144,Business,45.0,,flat,USD,"[""5 sites"", ""Export code"", ""Custom fonts""]",Tilda
504,145,Startup,81.0,,flat,USD,"[""3 brand workspaces"", ""3 team members""]",ClickFunnels
505,145,Pro,248.0,,flat,USD,"[""10 workspaces"", ""10 team members"", ""API access""]",ClickFunnels
506,146,Free,0.0,,flat,USD,"[""200 emails/day"", ""6000 emails/mo""]",Mailjet
507,146,Essential,17.0,,flat,USD,"[""15K emails/mo"", ""No daily limit""]",Mailjet
508,146,Premium,27.0,,flat,USD,"[""15K emails/mo"", ""Automation"", ""A/B testing""]",Mailjet
509,146,Custom,,,flat,USD,"[""Custom volume"", ""Dedicated IP""]",Mailjet
510,147,Free,0.0,,flat,USD,"[""100 emails/day""]",Twilio SendGrid
511,147,Essentials,19.95,,flat,USD,"[""100K emails/mo""]",Twilio SendGrid
512,147,Pro,89.95,,flat,USD,"[""100K emails/mo"", ""Dedicated IP""]",Twilio SendGrid
513,147,Premier,,,flat,USD,"[""Custom volume"", ""Priority support""]",Twilio SendGrid
514,148,Starter,45.0,540.0,flat,USD,"[""50 attendees"", ""Single host"", ""Standard features""]",Demio
515,148,Growth,80.0,960.0,flat,USD,"[""150 attendees"", ""Multiple hosts"", ""Brand customization""]",Demio
516,148,Premium,196.0,2352.0,flat,USD,"[""1,000+ attendees"", ""Priority support"", ""Advanced analytics""]",Demio
517,149,Free,0.0,,flat,USD,"[""Full featured"", ""Cross-platform"", ""Open source""]",GIMP
518,150,CorelDRAW Standard,399.0,,flat,USD,"[""Essential tools"", ""Windows""]",CorelDRAW
519,150,CorelDRAW Graphics Suite,33.5,,flat,USD,"[""Full suite"", ""Cloud features""]",CorelDRAW
